genus_vernacular;species_vernacular;genus_scientific;genus_author;species_scientific;primary_use;secondary_use;wild
Scheinmohn, Keulenmohn;Stachliger Sch.;Meconopsis;VIG.;M. horridula f.;Z;NA;NA
Scheinmohn, Keulenmohn;Gelbhaariger Sch.;Meconopsis;VIG.;M. integrifolia;Z;NA;NA
Scheinmohn, Keulenmohn;Fünfnerviger Sch.;Meconopsis;VIG.;M. quintuplinervia;Z;NA;NA
Scheinmohn, Keulenmohn;Zottiger Sch., Cathcartie;Meconopsis;VIG.;M. villosa;Z;NA;NA
Scheinmohn, Keulenmohn;Kambrischer Sch., Wald-Sch., Pyrenäen-Sch.;Meconopsis;VIG.;M. cambrica;Z;NA;NA
Scheinmohn, Keulenmohn;Schöllkrautblättriger Sch.;Meconopsis;VIG.;M. chelidoniifolia;Z;NA;NA
Scheinmohn, Keulenmohn;Rispiger Sch.;Meconopsis;VIG.;M. paniculata;Z;NA;NA
Scheinmohn, Keulenmohn;Dhwoji-Sch.;Meconopsis;VIG.;M. dhwojii;Z;NA;NA
Scheinmohn, Keulenmohn;Nepal-Sch., Satin-Sch.;Meconopsis;VIG.;M. napaulensis;Z;NA;NA
Scheinmohn, Keulenmohn;Großer Sch.;Meconopsis;VIG.;M. grandis;Z;NA;NA
Scheinmohn, Keulenmohn;Blauer Sch., Himalaja-Sch.;Meconopsis;VIG.;M. betonicifolia;Z;NA;NA
Abendmohn;Abendmohn;Hesperomecon;GREENE;H. linearis;Z;NA;NA
Breitfaden;Breitfaden, Cremeschale;Platystemon;BENTH.;P. californicus;Z;NA;NA
Schöllkrautmohn;Zweiblättriger Sch.;Stylophorum;NUTT.;St. diphyllum;Z;NA;NA
Schöllkraut;Schöllkraut;Chelidonium;L.;Ch. Majus;Z;NA;W
Waldmohn;Japanischer W.;Hylomecon;MAXIM.;H. japonica;Z;NA;NA
Waldmohn;Japanischer W.;Hylomecon;MAXIM.;H. japonica;Z;NA;NA
Schneemohn;Schneemohn;Eomecon;HANCE;E. chionantha;Z;NA;NA
Blutwurzel;Kanadische B.;Sanguinaria;L.;S. canadensis;Z;NA;NA
Federmohn;Weißer F.;Macleaya;R. BR.;M. cordata;Z;NA;NA
Frauenschuh;Weißer F.;Cypripedium;;C. candidum;Z;NA;NA
Federmohn;Ockerfarbiger F.;Macleaya;R. BR.;M. microcarpa;Z;NA;NA
Hornmohn;Gelber H.;Glaucium;MILL.;G. flavum;Z;NA;NA
Hornmohn;Schuppiger H;Glaucium;MILL.;G. squamigerum;Z;NA;NA
Hornmohn;Großblütiger H.;Glaucium;MILL.;G. grandiflorum;Z;NA;NA
Hornmohn;Roter H;Glaucium;MILL.;G. corniculatum;Z;NA;W
Dicranostigma;Salat-D.;Dicranostigma;HOOK.;D. lactucoides f.;Z;NA;NA
Dicranostigma;Franchet-D.;Dicranostigma;HOOK.;D. franchetianum;Z;NA;NA
Dicranostigma;Dünnstieliges D.;Dicranostigma;HOOK.;D. leptopodum;Z;NA;NA
Kappenmohn, Schlafmützchen;Kalifornischer K., Schlafmützchen;Eschscholzia;CHAM.;E. californica;Z;NA;NA
Kappenmohn, Schlafmützchen;Schmalblättriger K.;Eschscholzia;CHAM.;E. tenuifolia;Z;NA;NA
Mexikomohn;Mexikomohn;Hunnemannia;SWEET;H. fumariifolia;Z;NA;NA
Lappenblume;Dünnfrüchtige L.;Hypecoum;L.;H. leptocarpum f.;Z;NA;NA
Lappenblume;Niederliegende L.;Hypecoum;L.;H. procumbens;Z;NA;NA
Lappenblume;Bartlose L.;Hypecoum;L.;H. imberbe;Z;NA;NA
Herzblume;Goldne H.;Dicentra;BERNH.;D. chrysantha;Z;NA;NA
Herzblume;Zweifarbige H., Tränendes Herz;Dicentra;BERNH.;D. spectabilis;Z;NA;NA
Herzblume;Großblütige H.;Dicentra;BERNH.;D. macrantha;Z;NA;NA
Herzblume;Fernöstliche H.;Dicentra;BERNH.;D. peregrina;Z;NA;NA
Herzblume;Pazifische H.;Dicentra;BERNH.;D. formosa;Z;NA;NA
Herzblume;Zwerg-H.;Dicentra;BERNH.;D. eximia;Z;NA;NA
Herzblume;Kanadische H.;Dicentra;BERNH.;D. canadensis;Z;NA;NA
Haselwurz;Kanadische H.;Asarum;L.;A. canadense;Z;NA;NA
Haargerste;Kanadische H.;Elymus;L.;E. canadensis;N;Z;NA
Herzblume;Kapuzen-H., Zwerg-H., Holländerhosen;Dicentra;BERNH.;D. cucullaria;Z;NA;NA
Harlekinlerchensporn;Harlekinlerchensporn;Capnoides;MILL.;C. sempervirens;Z;NA;NA
Doppelkappe;Doppelkappe;Adlumia;RAF.;A. fungosa;Z;NA;NA
Lerchensporn;Aitchison-L.;Corydalis;DC.;C. aitchisonii;Z;NA;NA
Lerchensporn;Popow- L.;Corydalis;DC.;C. popovii;Z;NA;NA
Lerchensporn;Karatau-L.;Corydalis;DC.;C. schanginii;Z;NA;NA
Lerchensporn;Fingerblatt-L.;Corydalis;DC.;C. bracteata;Z;NA;NA
Lerchensporn;Edler L.;Corydalis;DC.;C. nobilis;Z;NA;NA
Lerchensporn;Wilson-L.;Corydalis;DC.;C. wilsonii;Z;NA;NA
Lerchensporn;Felsen-L., Wiesenrauten-L.;Corydalis;DC.;C. saxicola;Z;NA;NA
Lerchensporn;Farnblättriger L.;Corydalis;DC.;C. cheilanthifolia;Z;NA;NA
Lerchensporn;Karatau-L.;Corydalis;DC.;C. schanginii;Z;NA;NA
Lerchensporn;Kaschmir-L., Blauer Himalaja-L.;Corydalis;DC.;C. cashmeriana;Z;NA;NA
Lerchensporn;Sichuan-L.;Corydalis;DC.;C. flexuosa;Z;NA;NA
Lerchensporn;Finger-L.;Corydalis;DC.;C. solida;Z;NA;W
Lerchensporn;Hohler L.;Corydalis;DC.;C. cava;Z;NA;W
Scheinlerchensporn;Blassgelber Sch.;Pseudofumaria;MEDIK.;P. alba;Z;NA;W
Scheinlerchensporn;Gelber Sch.;Pseudofumaria;MEDIK.;P. lutea;Z;NA;W
Rankenlerchensporn;Rankenlerchensporn;Ceratocapnos;DURIEU;C. claviculata;Z;NA;W
Felserdrauch, Felsrauch;Afrikanischer F.;Rupicapnos;POMEL;R. africanus;Z;NA;NA
Houttuynie;Houttuynie;Houttuynie;THUNB.;H. cordata;Z;NA;NA
Eidechsenschwanz;Kalifornischer E.;Anemopsis;HOOK.;A. californica;Z;NA;NA
Molchschwanz;Amerikanischer M.;Saururus;L.;P. peltatu;Z;NA;NA
Molchschwanz;Asiatischer M.;Saururus;L.;S. chinensis;Z;NA;NA
Urhaselwurz;Chinesische U.;Saruma;OLIV.;S. henryi;Z;NA;NA
Haselwurz;Arumblättrige H.;Asarum;L.;A. arifolium;Z;N;NA
Haselwurz;Schönblättrige H.;Asarum;L.;NA;NA;NA;NA
Haselwurz;Ruth-H.;Asarum;L.;NA;NA;NA;NA
Haselwurz;Shuttleworth-H.;Asarum;L.;A. shuttleworthii f.;Z;NA;NA
Haselwurz;Virginische H.;Asarum;L.;A. virginicum;Z;NA;NA
Haselwurz;Hartweg-H.;Asarum;L.;A. hartwegii;Z;NA;NA
Haselwurz;Europäische H.;Asarum;L.;A. europaeum;Z;NA;NA
Haselwurz;Geschwänzte H.;Asarum;L.;A. caudatum;Z;NA;NA
Pfeifenwinde, Osterluzei;Gewöhnliche O.;Aristolochia;L.;A. clematitis;Z;NA;NA
Pfeifenwinde, Osterluzei;Knollige O., Rundblättrige O.;Aristolochia;L.;A. rotunda;Z;NA;NA
Pfeifenwinde, Osterluzei;Amerikanische P.;Aristolochia;L.;A. macrophylla;Z;NA;NA
Pfeifenwinde, Osterluzei;Filzige P.;Aristolochia;L.;A. tomentosa;Z;NA;NA
Pfeifenwinde, Osterluzei;Chinesische P.;Aristolochia;L.;A. moupinensis;Z;NA;NA
Prachtspiere;Chinesische P.;Astilbe;L.;A. chinesis;Z;NA;NA
Pfeifenwinde, Osterluzei;Mandschurische P.;Aristolochia;L.;A. manshuriensis;Z;NA;NA
Lorbeer;Gewürz-Lorbeer, Lorbeerbaum;Laurus;L.;L. nobilis;Z;NA;NA
Hopfen;Gewöhnlicher H.;Humulus;L.;H. lupulus;Z;N;NA
Hanf;Faser-H.;Cannabis;L.;C. sativa;N;NA;W
Brennnessel;Kleine B.;Urtica;L.;U. urens;N;NA;W
Brennnessel;Große B.;Urtica;L.;U. dioica;N;NA;W
Bitterwurz, Lewisie;Große B.;Lewisia;L.;L. tweedyi;Z;NA;NA
Kermesbeere;Amerikanische K.;Phytolacca;L.;Ph. americana;Z;NA;W
Kermesbeere;Asiatische K.;Phytolacca;L.;Ph. acinosa;Z;NA;W
Aptenie;Herzblättrige A.;Aptenia;N. E. Br.;A. cordifolia;Z;NA;NA
Eiskraut;Kristall-E.;Mesembryanthemum;L.;M. crystallinum;Z;NA;NA
Mittagsblume;Garten-M., Gänseblumenartige M.;Dorotheanthus;SCHWANTES;D. bellidiformis;Z;NA;NA
Mittagsblume;Keulenförmige M.;Dorotheanthus;SCHWANTES;D. clavatus;Z;NA;NA
Carpanthea;Nachmittagsblütige C.;Carpanthea;N. E. Br.;C. pomeridiana;Z;NA;NA
Delosperma;Aberdeen-D.;Delosperma;N.;D. aberdeenense;Z;NA;NA
Delosperma;Sutherland-D.;Delosperma;N.;D. sutherlandii;Z;NA;NA
Lampranthus;Rosablütiger L.;Lampranthus;N.;L. roseus;Z;NA;NA
Lampranthus;Ansehnlicher L.;Lampranthus;N.;L. conspicuus;Z;NA;NA
Tetragonia;Neuseeländischer Spinat;Tetragonia;L.;T. tetragonioides;Z;N;NA
Feigenkaktus;Zerbrechlicher F.;Opuntia;MILL.;O. fragilis;Z;NA;NA
Feigenkaktus;Dachziegelartiger F.;Opuntia;MILL.;O. imbricata;Z;NA;NA
Feigenkaktus;Niederliegender F.;Opuntia;MILL.;O. humifusa;Z;NA;NA
Feigenkaktus;Braundorniger F.;Opuntia;MILL.;O. phaeacantha;Z;NA;NA
Feigenkaktus;Vielstachliger F.;Opuntia;MILL.;O. polyacantha;Z;NA;NA
Feigenkaktus;Igelartiger F.;Opuntia;MILL.;O. erinacea;Z;NA;NA
Malabarspinat;Malabarspinat;Basella;L.;B. alba;N;Z;NA
Madeirawein, Basellkartoffel;Madeirawein;Anredera;JUSS.;A. cordifolia;N;Z;NA
Wunderblume;Langröhrige W.;Mirabilis;L.;M. longiflora;Z;NA;NA
Abronie, Sandverbene;Doldige A., Rosafarbene Sandverbene;Abronia;JUSS.;A. umbellata;Z;NA;NA
Hornkraut;Filziges H.;Cerastium;L.;C. tomentosum;Z;NA;NA
Hornkraut;Acker-H.;Cerastium;L.;R. arvensis;Z;NA;W
Hornkraut;Großblütiges H.;Cerastium;L.;C. grandiflorum;Z;NA;NA
Nabelmiere;Moos-N.;Moehringia;L.;M. muscosa;Z;NA;W
Sandkraut;Vierkantiges S.;Arenaria;L.;A. tetraquetra;Z;NA;NA
Sandkraut;Rosa S.;Arenaria;L.;A. purpurascens;Z;NA;NA
Sauerklee;Rosa S.;Oxalis;L.;O. articulata;Z;NA;NA
Sandkraut;Großblütiges S.;Arenaria;L.;A. grandiflora;Z;NA;NA
Sandkraut;Berg-S.;Arenaria;L.;A. montana;Z;NA;NA
Seidelbast;Berg-S.;Daphne;L.;D. serica;Z;NA;NA
Hauswurz, Dachwurz;Berg-S.;Sempervivum;L.;S. montanum;Z;NA;NA
Mastkraut;Pfriemen-M., Sternmoos;Sagina;L.;S. subulata;Z;NA;W
Miere;Grasblättrige M.;Minuartia;L.;M. graminifolia;Z;NA;NA
Miere;Frühlings-M., Kupferblümchen;Minuartia;L.;M. verna;Z;NA;W
Miere;Nadelblättrige M.;Minuartia;L.;M. laricifolia;Z;NA;NA
Gipskraut;Acker-G.;Gypsophila;L.;G. muralis;Z;NA;W
Gipskraut;Ansehnliches G.;Gypsophila;L.;G. elegans;Z;NA;NA
Gipskraut;Rispiges G., Schleierkraut;Gypsophila;L.;G. paniculata;N;Z;NA
Gipskraut;Polster-G.;Gypsophila;L.;G. aretioides;Z;NA;NA
Gipskraut;Hornkrautähnliches G.;Gypsophila;L.;G. cerastioides;Z;NA;NA
Gipskraut;Schmalblättriges G.;Gypsophila;L.;G. tenuifolia;Z;NA;NA
Gummikraut, Grindelie, Teerkraut;Schmalblättriges G.;Grindelia;WILLD.;G. lanceolata;Z;NA;NA
Gipskraut;Kriechendes G.;Gypsophila;L.;G. repens;Z;NA;W
Gipskraut;Felsen-G.;Gypsophila;L.;G. petraea;Z;NA;NA
Seifenkraut;Kalabrisches S.;Saponaria;L.;S. calabrica;Z;NA;NA
Seifenkraut;Gänseblümchenblättriges S.;Saponaria;L.;S. bellidifolia;Z;NA;NA
Seifenkraut;Gelbes S.;Saponaria;L.;S. lutea;Z;NA;NA
Seifenkraut;Niedriges S.;Saponaria;L.;S. pumilio;Z;NA;NA
Seifenkraut;Echtes S.;Saponaria;L.;S. officinalis;N;NA;NA
Seifenkraut;Haussknecht-S.;Saponaria;L.;S. haussknechtii;Z;NA;NA
Seifenkraut;Rasenbildendes S.;Saponaria;L.;S. caespitosa;Z;NA;NA
Seifenkraut;Rotes S.;Saponaria;L.;S. ocymoides;Z;NA;W
Kuhnelke, Kuhkraut;Saat-K.;Vaccaria;WOLF;V. hispanica;Z;NA;W
Felsennelke;Steinbrech-F.;Petrorhagia;(SER.;P. saxifraga;Z;NA;W
Nelke;Schwefel-N.;Dianthus;L.;D. knappii;Z;NA;NA
Nelke;Bart-N.;Dianthus;L.;D. barbatus;Z;NA;NA
Nelke;Blutrote N.;Dianthus;L.;D. cruentus;Z;NA;NA
Nelke;Karthäuser-N.;Dianthus;L.;D. carthusianorum;Z;NA;W
Nelke;Chinesische N.;Dianthus;L.;D. chinensis;NA;NA;NA
Nelke;Gletscher-N.;Dianthus;L.;D. glacialis;Z;NA;NA
Nelke;Bulgarische N.;Dianthus;L.;D. microlepis;Z;NA;NA
Nelke;Freyn-N.;Dianthus;L.;D. freynii;Z;NA;NA
Nelke;Alpen-N.;Dianthus;L.;D. alpinus;Z;NA;NA
Nelke;Heide-N.;Dianthus;L.;D. deltoides;Z;NA;W
Nelke;Garten-N.;Dianthus;L.;D. caryophyllus;Z;NA;NA
Nelke;Pfingst-N.;Dianthus;L.;D. gratianopolitanus;Z;NA;W
Nelke;Stein-N.;Dianthus;L.;D. sylvestris;Z;NA;W
Nelke;Feder-N.;Dianthus;L.;D. plumarius;Z;NA;W
Nelke;Pracht-N.;Dianthus;L.;D. superbus;Z;NA;W
Nelke;Auvergne-N.;Dianthus;L.;D. × arvernensis;Z;NA;NA
Nelke;Montpellier-N.;Dianthus;L.;D. monspessulanus;Z;NA;NA
Nelke;Sand-N.;Dianthus;L.;D. arenarius;Z;NA;W
Nelke;Geröll-N.;Dianthus;L.;D. petraeus;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Nelken-L., Morgenröschen;Silene;L.;S. armeria;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Himmelsröschen;Silene;L.;S. coeli-rosa;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Hängendes L.;Silene;L.;S. pendula;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Rote Lichtnelke;Silene;L.;S. dioica;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Großblütiges L.;Silene;L.;S. elisabethae;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Klippen-L.;Silene;L.;S. uniflora;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Stängelloses L.;Silene;L.;S. acaulis;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Alpen-L., Alpen-Strahlensame;Silene;L.;S. alpestris;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Kaukasisches L.;Silene;L.;S. schafta;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Alpen-Pechnelke;Silene;L.;S. suecica;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Jupiter-Lichtnelke;Silene;L.;S. flos-jovis;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Brennende Liebe;Silene;L.;S. chalcedonica;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Großblütige Lichtnelke;Silene;L.;S. banksia;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Pechnelke;Silene;L.;S. viscaria;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Kuckucks-Lichtnelke;Silene;L.;S. flos-cuculi;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Vexiernelke, Kronen-Lichtnelke;Silene;L.;S. coronaria;N;Z;NA
Rade;Korn-R.;Agrostemma;L.;A. githago;Z;NA;W
Spergel, Spark;Acker-S.;Spergula;L.;S. arvensis;N;NA;W
Mauermiere, Nagelkraut;Silber-M.;Paronychia;MILL.;P. argentea;Z;NA;NA
Mauermiere, Nagelkraut;Kopfige M.;Paronychia;MILL.;P. capitata;Z;NA;NA
Bruchkraut;Kahles B.;Herniaria;L.;H. glabra;N;NA;NA
Bruchkraut;Behaartes B.;Herniaria;L.;H. hirsuta;Z;NA;NA
Brandschopf;Silber-B.;Celosia;L.;C. argentea var. argentea;Z;NA;NA
Bartgras;Silber-B.;Bothriochloa;KUNTZE;B. saccharoides;Z;NA;NA
Amarant, Fuchsschwanz;Garten-F.;Amaranthus;L.;A. caudatus subsp. caudatus;Z;NA;NA
Amarant, Fuchsschwanz;Dreifarben-A., Papageienkraut;Amaranthus;L.;A. tricolor convar. tricolor;Z;NA;NA
Amarant, Fuchsschwanz;Trauer-F.;Amaranthus;L.;A. hypochondriacus;Z;NA;NA
Amarant, Fuchsschwanz;Rispiger A.;Amaranthus;L.;A. cruentus;Z;NA;NA
Spreublume;Spreublume;Achyranthes;L.;A. aspera;Z;NA;NA
Papageienblatt;Papageienblatt;Alternanthera;FORSSK.;A. ficoidea;Z;NA;NA
Kugelamarant;Niedlicher K.;Gomphrena;L.;G. pulchella;Z;NA;NA
Kugelamarant;Niederliegender K.;Gomphrena;L.;G. decumbens;Z;NA;NA
Kugelamarant;Echter K.;Gomphrena;L.;G. globosa;Z;NA;NA
Kugelamarant;Echter K.;Gomphrena;L.;G. globosa;N;NA;W
Iresine;Brasilianische I., Brutblatt;Iresine;P.;I. herbstii f.;Z;NA;NA
Iresine;Ekuadorianische I., Linden-I.;Iresine;P.;I. lindenii;Z;NA;NA
Rankspinat, Hablitzie;Rankspinat, Schmerwurz-Hablitzie;Hablitzia;M. BIEB.;H. tamnoides;Z;NA;NA
Rübe;Rübe, Beta-Rübe, Mangold;Beta;L.;B. vulgaris subsp. vulgaris;N;NA;W
Gänsefuß;Guter Heinrich;Chenopodium;L.;Ch. bonus-henricus;N;NA;W
Gänsefuß;Klebriger G., Eichenblättriger G.;Chenopodium;L.;Ch. botrys;N;NA;W
Gänsefuß;Wurmsamen, Mexikanisches Teekraut, Jesuitentee;Chenopodium;L.;Ch. ambrosioides;N;NA;NA
Gänsefuß;Durchblätterter Erdbeerspinat;Chenopodium;L.;Ch. foliosum;Z;N;NA
Gänsefuß;Kopfiger Erdbeerspinat;Chenopodium;L.;Ch. capitatum;Z;N;NA
Gänsefuß;Stechapfelblättriger G.;Chenopodium;L.;Ch. hybridum;N;NA;W
Gänsefuß;Reis-G., Reismelde, Reisspinat, Quinoa;Chenopodium;L.;Ch. quinoa;N;NA;NA
Melde;Garten-M.;Atriplex;L.;P. somniferum;Z;N;NA
Melde;Garten-M.;Atriplex;L.;P. somniferum;Z;NA;NA
Melde;Garten-M.;Atriplex;L.;P. somniferum;Z;NA;NA
Spinat;Spinat;Spinacia;L.;Sp. Oleracea;N;NA;W
Dornmelde, Sommerzypresse;Besen-D., Sommerzypresse;Bassia;JUSS.;B. scoparia;Z;NA;W
Bitterwurz, Lewisie;Kurzkelchige B.;Lewisia;PURSH;L. brachycalyx;Z;NA;NA
Bitterwurz, Lewisie;Nevada-B.;Lewisia;PURSH;L. nevadensis;Z;NA;NA
Bärentraube;Nevada-B.;Arctostaphylos;ADANS;A. nevadensis;Z;NA;NA
Bitterwurz, Lewisie;Auferstehende B.;Lewisia;PURSH;L. rediviva;Z;NA;NA
Bitterwurz, Lewisie;Gewöhnliche B.;Lewisia;PURSH;L. cotyledon;Z;NA;NA
Brunnenkresse;Gewöhnliche B.;Nasturtium;W. T. AITON;N. officinale;N;NA;W
Braunelle;Gewöhnliche B.;Prunella;L.;P. vulgaris;Z;NA;W
Bitterwurz, Lewisie;Columbia-B.;Lewisia;PURSH;L. columbiana;Z;NA;NA
Bitterwurz, Lewisie;Große B.;Lewisia;PURSH;U. dioica;N;NA;W
Portulak;Portulakröschen, Großblütiger P.;Portulaca;L.;P. grandiflora;Z;NA;NA
Portulak;Gemüse-P.;Portulaca;L.;P. oleracea;N;NA;W
Calandrinie;Großblütige C.;Calandrinia;HUMB.,;C. grandiflora;Z;NA;NA
Calandrinie;Großblütige C.;Calandrinia;HUMB.,;C. grandiflora;Z;NA;NA
Calandrinie;Schirm-C., Doldenblütige C.;Calandrinia;HUMB.,;C. umbellata;Z;NA;NA
Claytonie;Tellerkraut, Kubaspinat;Claytonia;L.;C. perfoliata;N;NA;W
Claytonie;Sibirische C.;Claytonia;L.;C. sibirica;Z;NA;W
Claytonie;Virginische C.;Claytonia;L.;C. virginica;Z;NA;NA
Wollknöterich;Douglas-W.;Eriogonum;MICHX.;E. douglasii;Z;NA;NA
Wollknöterich;Rasenbildender W.;Eriogonum;MICHX.;E. caespitosum;Z;NA;NA
Wollknöterich;Eiblättriger W.;Eriogonum;MICHX.;E. ovalifolium;Z;NA;NA
Wollknöterich;Kennedy-W.;Eriogonum;MICHX.;E. kennedyi;Z;NA;NA
Wollknöterich;Schnee-W.;Eriogonum;MICHX.;E. niveum;Z;NA;NA
Wegerich;Schnee-W.;Plantago;MICHX.;P. nivalis;Z;NA;NA
Wollknöterich;Büschelblättriger W.;Eriogonum;MICHX.;E. fasciculatum;Z;NA;NA
Wollknöterich;Goldner W.;Eriogonum;MICHX.;E. flavum;Z;NA;NA
Wollknöterich;Korbblütiger W.;Eriogonum;MICHX.;E. compositum;Z;NA;NA
Wollknöterich;Flaumiger W., Schwefelblütiger W.;Eriogonum;MICHX.;E. umbellatum;Z;NA;NA
Rhabarber;Königs-Rh.;Rheum;L.;Rh. alexandrae;Z;NA;NA
Rhabarber;Gewöhnlicher Rh., Wellblatt-Rh.;Rheum;L.;Rh. rhabarbarum;Z;N;NA
Rhabarber;Gebräuchlicher Rh., Medizinal-Rh.;Rheum;L.;Rh. officinale;Z;N;NA
Rhabarber;Zier-Rh.;Rheum;L.;Rh. Palmatum;Z;NA;NA
Flügelknöterich;Schling-F., Silberregen, „Architektentrost“;Fallopia;ADANS.;F. baldschuanica;Z;NA;W
Flügelknöterich;Japanischer F.;Fallopia;ADANS.;F. japonica;Z;NA;W
Flügelknöterich;Sachalin-F.;Fallopia;ADANS.;F. sachalinensis;Z;NA;W
Wiesenknöterich;Teppich-W., Schnecken-W.;Bistorta;MILL.;B. affinis;Z;NA;NA
Wiesenknöterich;Heidelbeerblättriger W.;Bistorta;MILL.;B. vacciniifolia;Z;NA;NA
Wiesenknöterich;Knöllchen-W.;Bistorta;MILL.;B. vivipara;Z;NA;W
Wiesenknöterich;Dünnstängliger W.;Bistorta;MILL.;B. tenuicaulis;Z;NA;NA
Wiesenknöterich;Nepal-W.;Bistorta;MILL.;B. millettii;Z;NA;NA
Wiesenknöterich;Schlangen-W.;Bistorta;MILL.;B. officinalis;Z;NA;W
Wiesenknöterich;Kerzen-W.;Bistorta;MILL.;B. amplexicaulis;Z;NA;NA
Bergknöterich;Weicher B.;Aconogonon;(MEISN.);A. molle;Z;NA;NA
Bergknöterich;Himalaja-B.;Aconogonon;(MEISN.);A. polystachyum;Z;NA;W
Bergenie;Himalaja-B.;Bergenia;MOENCH;B. stracheyi;Z;NA;NA
Bergknöterich;Glockenblütiger B.;Aconogonon;(MEISN.);A. campanulatum;Z;NA;NA
Knöterich;Wasser-K.;Persicaria;(L.);P. amphibia;Z;NA;W
Knöterich;Orient-K.;Persicaria;(L.);P. orientalis;Z;NA;NA
Knöterich;Kopf-K.;Persicaria;(L.);P. capitata;Z;NA;NA
Buchweizen;Echter B., Heide(n)korn;Fagopyrum;MILL.;F. esculentum;N;NA;W
Mühlenbeckie, Drahtstrauch;Achselblütige M.;Muehlenbeckia;MEISN.;M. axillaris;Z;NA;NA
Bleiwurz;Kapländische B.;Plumbago;L.;P. auriculata;Z;NA;NA
Hornnarbe, Bleikraut;Kriechende H.;Ceratostigma;BUNGE;C. plumbaginoides;Z;NA;NA
Himmelsleiter;Kriechende H.;Polemonium;L.;P. reptans;Z;NA;NA
Igelpolster;Anmutiges I.;Acantholimon;BOISS.;A. venustum;Z;NA;NA
Igelpolster;Kurzschäftiges I.;Acantholimon;BOISS.;A. ulicinum;Z;NA;NA
Igelpolster;Gemeines I.;Acantholimon;BOISS.;A. glumaceum;Z;NA;NA
Grasnelke, Armerie;Welwitsch-A.;Armeria;WILLD.;A. welwitschii;Z;NA;NA
Grasnelke, Armerie;Stechende G.;Armeria;WILLD.;A. pungens;Z;NA;NA
Grasnelke, Armerie;Breitblättrige A.;Armeria;WILLD.;A. pseudarmeria;Z;NA;NA
Grasnelke, Armerie;Girard-A.;Armeria;WILLD.;A. girardii;Z;NA;NA
Grasnelke, Armerie;Wacholderblättrige G.;Armeria;WILLD.;A. juniperifolia;Z;NA;NA
Grasnelke, Armerie;Gewöhnliche G.;Armeria;WILLD.;A. maritima;Z;NA;W
Grasnelke, Armerie;Alpen-G.;Armeria;WILLD.;A. alpina;Z;NA;W
Gämskresse;Alpen-G.;Pritzelago;KUNTZE;P. alpina;Z;NA;W
Strandflieder, Strandnelke;Nordafrikanischer S.;Limonium;MILL.;L. bonduellei;Z;NA;NA
Strandflieder, Strandnelke;Geflügelter S.;Limonium;MILL.;L. sinuatum;Z;NA;NA
Strandflieder, Strandnelke;Goldgelber S.;Limonium;MILL.;L. aureum;Z;NA;NA
Strandflieder, Strandnelke;Gänseblümchenblättriger S.;Limonium;MILL.;L. bellidifolium;Z;NA;NA
Strandflieder, Strandnelke;Kleiner S.;Limonium;MILL.;L. minutum;Z;NA;NA
Strandflieder, Strandnelke;Breitblättriger S.;Limonium;MILL.;L. latifolium;Z;NA;NA
Sauerklee;Breitblättriger S.;Oxalis;MILL.;O. latifolia;Z;NA;NA
Strandflieder, Strandnelke;Gewöhnlicher S.;Limonium;MILL.;L. vulgare;Z;NA;W
Sonnenhut;Gewöhnlicher S.;Rudbeckia;L.;R. fulgida;Z;NA;NA
Strandflieder, Strandnelke;Steppenschleier-S.;Limonium;MILL.;L. gmelinii;Z;NA;NA
Goniolimon;Tatarisches G.;Goniolimon;BOISS.;G. tataricum;Z;NA;NA
Ährenstrandflieder;Suworow-Ä.;Psylliostachys;(JAUB.;P. suworowii;Z;NA;NA
Pfingstrose, Päonie;Strauch-P.;Paeonia;L.;P. suffruticosa;Z;NA;NA
Pfingstrose, Päonie;Gelbe P.;Paeonia;L.;P. lutea;Z;NA;NA
Pfingstrose, Päonie;Delavay-P.;Paeonia;L.;P. delavayi;Z;NA;NA
Pfingstrose, Päonie;Himalaja-P.;Paeonia;L.;P. emodi;Z;NA;NA
Pfingstrose, Päonie;Feinblättrige P.;Paeonia;L.;P. tenuifolia;Z;NA;NA
Pfingstrose, Päonie;Mlokosewitsch-P.;Paeonia;L.;P. mlokosewitschii;Z;NA;NA
Pfingstrose, Päonie;Chinesische P., Milchweiße P.;Paeonia;L.;P. lactiflora;Z;NA;NA
Pfingstrose, Päonie;Veitch-P.;Paeonia;L.;P. veitchii;Z;NA;NA
