genus_vernacular;species_vernacular;genus_scientific;species_scientific;frequency;primary_use;secondary_use;wild
Katzenpfötchen;Wegerichblättriges K.;Antennaria;A. plantaginifolia;Z s;Z;NA;NA
Katzenpfötchen;Gewöhnliches K.;Antennaria;A. dioica;Z z;Z;NA;W
Katzenpfötchen;Kleinblättriges K.;Antennaria;A. parvifolia;Z s;Z;NA;NA
Hundskamille;Silber-H.;Anthemis;A. marschalliana;Z s;Z;NA;NA
Hundskamille;Färber-H.;Anthemis;A. tinctoria;Z v;Z;NA;W
Hundskamille;Bulgarische H.;Anthemis;A. sancti-johannis;Z s;Z;NA;NA
Hundskamille;Trionfetti-H.;Anthemis;A. triumfettii;Z s;Z;NA;NA
Hundskamille;Karpaten-H.;Anthemis;A. carpatica;Z s;Z;NA;NA
Hundskamille;Berg- H.;Anthemis;A. cretica;Z s;Z;NA;NA
Graslilie;Trauben-G., Große G., Astlose G.;Anthericum;A. liliago;Z s;Z;NA;W
Graslilie;Ästige G.;Anthericum;A. ramosum;Z s;Z;NA;W
Ruchgras;Gewöhnliches R.;Anthoxanthum;A. odoratum;N z;N;NA;W
Kerbel;Garten-K.;Anthriscus;A. cerefolium;N z;N;NA;W
Wundklee;Gewöhnlicher W.;Anthyllis;A. vulneraria;N s;N;NA;W
Wundklee;Berg-W.;Anthyllis;A. montana;Z z;Z;NA;NA
Löwenmaul;Garten-L., Großes L.;Antirrhinum;A. majus;Z v;Z;NA;W
Löwenmaul;Weiches L.;Antirrhinum;P. mollis;Z s;Z;NA;W
Binsenlilie;Binsenlilie;Aphyllanthes;A. monspeliensis;Z s;Z;NA;NA
Sellerie;Sellerie;Apium;A. graveolens;N v;N;NA;W
Hundsgift;Spreizendes H.;Apocynum;A. androsaemifolium;Z s;Z;NA;NA
Hundsgift;Hanf-H., Indianerhanf;Apocynum;A. cannabinum;Z s;Z;NA;NA
Wasserähre;Kap.-W., Afrikanische W.;Aponogeton;A. distachyos f.;Z s;Z;NA;NA
Hainsalat;Hainsalat, Stinksalat;Aposeris;A. foetida;Z s;Z;NA;W
Aptenie;Herzblättrige A.;Aptenia;A. cordifolia;Z z;Z;NA;NA
Akelei;Gewöhnliche A.;Aquilegia;A. vulgaris;Z v;Z;NA;W
Akelei;Spornlose A.;Aquilegia;A. ecalcarata;Z s;Z;NA;NA
Akelei;Gold-A.;Aquilegia;A. aurea;Z s;Z;NA;NA
Akelei;Gelbliche A.;Aquilegia;A. flavescens;Z s;Z;NA;NA
Akelei;Niedrige A.;Aquilegia;A. saximontana;Z s;Z;NA;NA
Akelei;Sibirische A.;Aquilegia;A. sibirica;Z s;Z;NA;NA
Akelei;Kurilen-A.;Aquilegia;A. flabellata;Z s;Z;NA;NA
Akelei;Drüsige A.;Aquilegia;A. glandulosa;Z s;Z;NA;NA
Akelei;Laramie-A., Wyoming-A.;Aquilegia;A. laramiensis;Z s;Z;NA;NA
Akelei;Niedrige A.;Aquilegia;A. saximontana;Z s;Z;NA;NA
Akelei;Kaukasische A.;Aquilegia;A. olympica;Z s;Z;NA;NA
Akelei;Balkanische A.;Aquilegia;A. ottonis subsp. amaliae;Z s;Z;NA;NA
Akelei;Schwarzviolette A.;Aquilegia;A. atrata;Z s;Z;NA;W
Akelei;Alpen-A.;Aquilegia;A. alpina;Z s;Z;NA;NA
Akelei;Bertoloni-A.;Aquilegia;A. bertolonii;Z s;Z;NA;NA
Akelei;Japanische A.;Aquilegia;A. buergeriana f.;Z s;Z;NA;NA
Akelei;Gelbliche A.;Aquilegia;A. flavescens;Z s;Z;NA;NA
Akelei;Schöne A.;Aquilegia;A. formosa var. formosa;Z s;Z;NA;NA
Akelei;Shockley-A.;Aquilegia;A. shockleyi;Z s;Z;NA;NA
Akelei;Rote A.;Aquilegia;A. canadensis;Z z;Z;NA;NA
Akelei;Einöde-A.;Aquilegia;A. desertorum;Z s;Z;NA;NA
Akelei;Felsen-A.;Aquilegia;A. scopulorum;Z s;Z;NA;NA
Akelei;Rocky-Mountains-A.;Aquilegia;A. caerulea;Z v;Z;NA;NA
Akelei;Kalifornische A.;Aquilegia;A. pubescens;Z s;Z;NA;NA
Akelei;Langsporn-A.;Aquilegia;A. longissima;Z s;Z;NA;NA
Akelei;Goldsporn-A.;Aquilegia;A. chrysantha;Z z;Z;NA;NA
Akelei;Balkanische A.;Aquilegia;A. ottonis subsp. amaliae;Z s;Z;NA;NA
Akelei;Japanische A.;Aquilegia;A. buergeriana f.;Z s;Z;NA;NA
Akelei;Schnee-A.;Aquilegia;A. nivalis;Z s;Z;NA;NA
Akelei;Jones-A.;Aquilegia;A. jonesii;Z s;Z;NA;NA
Akelei;Grünblütige A.;Aquilegia;A. viridiflora;Z z;Z;NA;NA
Akelei;Wiesenrauten-A.;Aquilegia;A. thalictrifolia;Z s;Z;NA;NA
Akelei;Kleinblütige A.;Aquilegia;A. einseleana;Z z;Z;NA;W
Akelei;Bertoloni-A.;Aquilegia;A. bertolonii;Z s;Z;NA;NA
Akelei;Korsische A.;Aquilegia;A. bernardii;Z s;Z;NA;NA
Akelei;Wohlriechende A.;Aquilegia;A. fragrans;Z s;Z;NA;NA
Akelei;Sierra Nevada-A.;Aquilegia;A. nevadensis;Z s;Z;NA;NA
Akelei;Angenehme A.;Aquilegia;A. grata;Z s;Z;NA;NA
Akelei;Pyrenäen-A.;Aquilegia;A. pyrenaica;Z s;Z;NA;NA
Akelei;Jones-A.;Aquilegia;A. jonesii;Z s;Z;NA;NA
Akelei;Grünblütige A.;Aquilegia;A. viridiflora;Z z;Z;NA;NA
Gänsekresse;Alpen-G.;Arabis;A. alpina;Z s;Z;NA;W
Gänsekresse;Arends-G.;Arabis;A. × arendsii;Z z;Z;NA;NA
Gänsekresse;Garten-G.;Arabis;A. caucasica;Z v;Z;NA;NA
Gämskresse;Glanz-G.;Arabis;A. soyeri;Z s;Z;NA;W
Gänsekresse;Pirin-G.;Arabis;A. ferdinandi-coburgi;Z s;Z;NA;NA
Gänsekresse;Schaum G.;Arabis;A. procurrens;Z z;Z;NA;NA
Aralie;Nacktstänglige A.;Aralia;A. nudicaulis;Z s;Z;NA;NA
Aralie;Steifhaarige A.;Aralia;A. hispida;Z s;Z;NA;NA
Aralie;Amerikanische A.;Aralia;A. racemosa;Z s;Z;NA;NA
Grönlandmargerite;Grönlandmargerite;Arctanthemum;A. arcticum;Z s;Z;NA;NA
Bärentraube;Nevada-B.;Arctostaphylos;A. nevadensis;Z s;Z;NA;NA
Bärentraube;Alpen-B.;Arctostaphylos;A. alpinus;Z s;Z;NA;W
Bärentraube;Echte B.;Arctostaphylos;A. uva-ursi;Z s;N;Z;NA
Kaplöwenzahn;Kaplöwenzahn;Arctotheca;A. calendula;Z s;Z;NA;NA
Bärenohr;Kurzstängliges B.;Arctotis;A. breviscapa;NA;Z;NA;NA
Bärenohr;Stängelloses B.;Arctotis;A. acaulis;Z s;Z;NA;NA
Bärenohr;Anmutiges B.;Arctotis;A. venusta;Z s;Z;NA;NA
Bärenohr;Prächtiges B.;Arctotis;A. fastuosa;Z s;Z;NA;NA
Sandkraut;Vierkantiges S.;Arenaria;A. tetraquetra;Z z;Z;NA;NA
Sandkraut;Rosa S.;Arenaria;A. purpurascens;Z z;Z;NA;NA
Sandkraut;Großblütiges S.;Arenaria;A. grandiflora;Z z;Z;NA;NA
Sandkraut;Berg-S.;Arenaria;A. montana;Z z;Z;NA;NA
Sandkraut;Berg-S.;Arenaria;A. montana;Z s;Z;NA;NA
Stachelmohn;Mexikanischer St.;Argemone;A. mexicana;Z s;Z;NA;NA
Stachelmohn;Großblütiger St.;Argemone;A. grandiflora;Z s;Z;NA;NA
Stachelmohn;Rötlichweißer St.;Argemone;A. sanguinea;Z s;Z;NA;NA
Stachelmohn;Vielblütiger St.;Argemone;A. polyanthemos;Z s;Z;NA;NA
Strauchmargerite;Gewöhnliche St.;Argyranthemum;A. frutescens;Z s;Z;NA;NA
Strauchmargerite;Fenchel-St.;Argyranthemum;A. foeniculaceum;Z v;Z;NA;NA
Feuerkolben;Chinesischer F.;Arisaema;A. consanguineum;Z s;Z;NA;NA
Feuerkolben;Griffith-F., Kobralilie;Arisaema;A. griffithii;Z s;Z;NA;NA
Feuerkolben;Drachen-F., Grüner Drache;Arisaema;A. dracontium;Z s;Z;NA;NA
Feuerkolben;Duftender F.;Arisaema;A. candidissimum;Z s;Z;NA;NA
Feuerkolben;Rachen-F.;Arisaema;A. ringens;NA;Z;NA;NA
Feuerkolben;Shikoku-F.;Arisaema;A. sikokianum;Z s;Z;NA;NA
Feuerkolben;Gelbgrüner F.;Arisaema;A. flavum;Z s;Z;NA;NA
Feuerkolben;Dreiblättriger F.;Arisaema;A. triphyllum;Z s;Z;NA;NA
Feuerkolben;Amur- F.;Arisaema;A. amurense;Z s;Z;NA;NA
Pfeifenwinde, Osterluzei;Gewöhnliche O.;Aristolochia;A. clematitis;Z s;Z;NA;NA
Pfeifenwinde, Osterluzei;Knollige O., Rundblättrige O.;Aristolochia;A. rotunda;Z s;Z;NA;NA
Pfeifenwinde, Osterluzei;Amerikanische P.;Aristolochia;A. macrophylla;Z z;Z;NA;NA
Pfeifenwinde, Osterluzei;Filzige P.;Aristolochia;A. tomentosa;Z z;Z;NA;NA
Pfeifenwinde, Osterluzei;Chinesische P.;Aristolochia;A. moupinensis;Z s;Z;NA;NA
Pfeifenwinde, Osterluzei;Mandschurische P.;Aristolochia;A. manshuriensis;Z s;Z;NA;NA
Grasnelke, Armerie;Welwitsch-A.;Armeria;A. welwitschii;Z s;Z;NA;NA
Grasnelke, Armerie;Stechende G.;Armeria;A. pungens;Z s;Z;NA;NA
Grasnelke, Armerie;Breitblättrige A.;Armeria;A. pseudarmeria;Z s;Z;NA;NA
Grasnelke, Armerie;Girard-A.;Armeria;A. girardii;Z s;Z;NA;NA
Grasnelke, Armerie;Wacholderblättrige G.;Armeria;A. juniperifolia;Z s;Z;NA;NA
Grasnelke, Armerie;Gewöhnliche G.;Armeria;A. maritima;Z v;Z;NA;W
Meerrettich;Meerrettich, Kren;Armoracia;A. rusticana;N s;N;NA;W
Prophetenblume;Prophetenblume;Arnebia;A. pulchra;Z s;Z;NA;NA
Arnika;Sachalin-A.;Arnica;A. sachalinensis;Z z;Z;NA;NA
Arnika;Chamisso-A.;Arnica;A. chamissonis;Z s;N;Z;NA
Arnika;Schmalblättrige A.;Arnica;A. angustifolia;Z s;Z;NA;NA
Arnika;Echte A., Bergwohlverleih;Arnica;A. montana;Z z;N;Z;NA
Glatthafer;Hoher G.;Arrhenatherum;A. elatius;N v;Z;N;W
Beifuß, Estragon, Wermut, Edelraute;Gewöhnlicher B.;Artemisia;A. vulgaris;N s;Z;N;NA
Beifuß, Estragon, Wermut, Edelraute;Dreizähniger Wermut;Artemisia;A. tridentata;Z s;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Estragon;Artemisia;A. dracunculus;N z;Z;N;W
Beifuß, Estragon, Wermut, Edelraute;Hohe Silberraute;Artemisia;A. ludoviciana;N z;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Glänzende Edelraute;Artemisia;A. nitida;Z z;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Eberraute, Stabwurz;Artemisia;A. abrotanum;N s;N;NA;W
Beifuß, Estragon, Wermut, Edelraute;Einjähriger B.;Artemisia;A. annua;Z s;Z;NA;W
Beifuß, Estragon, Wermut, Edelraute;Gmelin-B.;Artemisia;A. gmelinii;Z s;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Weißer China-B.;Artemisia;A. lactiflora;N s;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Wermut;Artemisia;A. absinthium;N s;Z;N;W
Beifuß, Estragon, Wermut, Edelraute;Steller-B.;Artemisia;A. stelleriana;Z s;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Pontischer B., Römischer W.;Artemisia;A. pontica;Z s;N;Z;NA
Beifuß, Estragon, Wermut, Edelraute;Kampferraute;Artemisia;A. alba;Z s;N;Z;NA
Beifuß, Estragon, Wermut, Edelraute;Steppen-Silberraute;Artemisia;A. frigida;Z s;Z;NA;NA
Beifuß, Estragon, Wermut, Edelraute;Kurilen-B.;Artemisia;A. schmidtiana;Z s;Z;NA;NA
Aronstab;Kretischer A.;Arum;A. creticum;Z s;Z;NA;NA
Aronstab;Dioscorides-A.;Arum;A. dioscoridis;Z s;Z;NA;NA
Aronstab;Östlicher A.;Arum;A. orientale;Z s;Z;NA;NA
Aronstab;Gefleckter A.;Arum;A. maculatum;Z z;Z;NA;W
Aronstab;Italienischer A.;Arum;A. italicum;Z z;Z;NA;W
Geißbart;Wald-G.;Aruncus;A. dioicus;Z z;Z;NA;W
Pfahlrohr;Italienisches P.;Arundo;A. donax;Z s;Z;NA;NA
Asarine, Maurandie;Liegende A.;Asarina;A. procumbens;Z s;Z;NA;W
Asarine, Maurandie;Kletter-A.;Asarina;A. scandens;Z s;Z;NA;NA
Haselwurz;Kanadische H.;Asarum;A. canadense;Z s;Z;NA;NA
Haselwurz;Arumblättrige H.;Asarum;A. arifolium;Z s;Z;N;NA
Haselwurz;Shuttleworth-H.;Asarum;A. shuttleworthii f.;Z s;Z;NA;NA
Haselwurz;Virginische H.;Asarum;A. virginicum;Z s;Z;NA;NA
Haselwurz;Hartweg-H.;Asarum;A. hartwegii;Z s;Z;NA;NA
Haselwurz;Europäische H.;Asarum;A. europaeum;Z z;Z;NA;NA
Haselwurz;Geschwänzte H.;Asarum;A. caudatum;Z s;Z;NA;NA
Seidenpflanze;Strauchige S.;Asclepias;A. fruticosa;Z s;Z;NA;NA
Seidenpflanze;Curacao-S.;Asclepias;A. curassavica;Z z;Z;NA;NA
Seidenpflanze;Knollige S.;Asclepias;A. tuberosa;Z z;Z;NA;NA
Seidenpflanze;Sumpf-S.;Asclepias;A. incarnata;Z s;Z;NA;NA
Seidenpflanze;Ansehnliche S.;Asclepias;A. speciosa;NA;Z;NA;NA
Seidenpflanze;Gewöhnliche S.;Asclepias;A. syriaca;Z s;Z;NA;W
Spargel;Farn-Sp.;Asparagus;A. filicinus;Z v;Z;NA;NA
Spargel;Spitzblättriger Sp.;Asparagus;A. acutifolius;Z s;Z;NA;NA
Spargel;Wirtel-Sp.;Asparagus;A. verticillatus;Z s;Z;NA;NA
Spargel;Haarblatt-Sp.;Asparagus;A. trichophyllus;Z s;Z;NA;NA
Spargel;Zartblättriger Sp.;Asparagus;A. tenuifolius;Z z;Z;NA;NA
Spargel;Gemüse-Sp., Garten-Sp.;Asparagus;A. officinalis;N v;Z;N;NA
Spargel;Rauer Sp.;Asparagus;A. pseudoscaber;Z s;Z;NA;NA
Meier;Färber-M.;Asperula;A. tinctoria;Z s;Z;NA;W
Meier;Orient-M.;Asperula;A. orientalis;Z s;Z;NA;NA
Meier;Griechischer M.;Asperula;A. arcadiensis;Z s;Z;NA;NA
Meier;Borstiger M.;Asperula;A. hirta;Z s;Z;NA;NA
Meier;Karpaten-M.;Asperula;A. capitata;Z s;Z;NA;NA
Meier;Turiner M.;Asperula;A. taurina;Z s;Z;NA;W
Meier;Hügel-M.;Asperula;A. cynanchica;Z s;Z;NA;W
Meier;Felsen-M.;Asperula;A. neilreichii;Z s;Z;NA;NA
Meier;Blaugrüner M.;Asperula;A. suberosa;Z s;Z;NA;NA
Meier;Glänzender M.;Asperula;A. nitida;Z s;Z;NA;NA
Junkerlilie;Liburnische J.;Asphodeline;A. liburnica;Z s;Z;NA;NA
Junkerlilie;Schlanke J;Asphodeline;A. tenuior;Z s;Z;NA;NA
Junkerlilie;Gelbe J.;Asphodeline;A. lutea;Z z;Z;NA;NA
Junkerlilie;Krim-J.;Asphodeline;A. taurica;Z s;Z;NA;NA
Affodill;Weißer A.;Asphodelus;A. albus;Z s;Z;NA;NA
Affodill;Röhriger A.;Asphodelus;A. fistulosus;Z s;Z;NA;NA
Aster, Staudenaster;Goldhaar-A.;Aster;A. linosyris;Z s;Z;NA;W
Aster, Staudenaster;Alpenmaßliebchen;Aster;A. bellidiastrum;Z s;Z;NA;W
Aster, Staudenaster;Alpen-A.;Aster;A. alpinus;Z z;Z;NA;W
Aster, Staudenaster;Sichuan-A.;Aster;A. tongolensis;Z s;Z;NA;NA
Aster, Staudenaster;Großblättrige A.;Aster;A. macrophyllus;Z z;Z;NA;NA
Aster, Staudenaster;Blaue Wald-A.;Aster;A. cordifolius;Z s;Z;NA;NA
Aster, Staudenaster;Weiße Wald-A.;Aster;A. divaricatus;Z s;Z;NA;NA
Aster, Staudenaster;Graublättrige A.;Aster;A. sedifolius;Z s;Z;NA;NA
Aster, Staudenaster;Raublatt-A., Neuengland-A.;Aster;A. novae-angliae;Z v;Z;NA;W
Aster, Staudenaster;Berg-A., Kalk-A.;Aster;A. amellus;Z v;Z;NA;NA
Aster, Staudenaster;Tatarische A.;Aster;A. tataricus;Z s;Z;NA;NA
Aster, Staudenaster;Arktische A.;Aster;A. sibiricus;Z s;Z;NA;NA
Aster, Staudenaster;Glattblatt-A., Neubelgien-A.;Aster;A. novi-belgii;Z s;Z;NA;W
Aster, Staudenaster;Glatte A.;Aster;A. laevis;Z s;Z;NA;W
Aster, Staudenaster;Bunte A.;Aster;A. versicolor;Z s;Z;NA;W
Aster, Staudenaster;Myrten-A., Septemberkraut;Aster;A. ericoides;Z s;Z;NA;NA
Aster, Staudenaster;Lanzett-A., Lanzettblättrige A.;Aster;A. lanceolatus;Z s;Z;NA;W
Strandstern;Einjähriger St.;Asteriscus;A. aquaticus;Z s;Z;NA;NA
Strandstern;Küsten-St., Dukatenblume;Asteriscus;A. maritimus;Z z;Z;NA;NA
Prachtspiere;Chinesische P.;Astilbe;A. chinensis;Z z;Z;NA;NA
Prachtspiere;Einfachblättrige P.;Astilbe;A. simplicifolia;Z s;Z;NA;NA
Prachtspiere;Bach-P.;Astilbe;A. rivularis;Z s;Z;NA;NA
Prachtspiere;Japanische P.;Astilbe;A. japonica;Z z;Z;NA;NA
Prachtspiere;Thunberg-P.;Astilbe;A. thunbergii;Z z;Z;NA;NA
Prachtspiere;Rote P.;Astilbe;A. rubra f.;Z s;Z;NA;NA
Tafelblatt;Tafelblatt;Astilboides;A. tabularis;Z s;NA;NA;NA
Sterndolde;Riesen-St.;Astrantia;A. maxima;Z v;Z;NA;NA
Sterndolde;Große St.;Astrantia;A. major;Z v;Z;NA;W
Augenwurz;Zottige A.;Athamantha;A. cretensis;Z z;Z;NA;W
Augenwurz;Haynald–A.;Athamantha;A. turbith subsp. haynaldii;Z z;Z;NA;NA
Melde;Garten-M.;Atriplex;A. hortensis;Z s;Z;N;W
Tollkirsche;Tollkirsche;Atropa;A. bella-donna;N s;N;NA;W
Blaukissen, Aubrietie;Griechisches B.;Aubrieta;A. deltoidea;Z v;Z;NA;NA
Hafer;Saat-H.;Avena;A. sativa;N v;N;NA;NA
Hafer;Rau-H.;Avena;A. strigosa;N s;N;NA;W
Drahtschmiele;Schlängel-D.;Avenella;A. flexuosa;Z z;Z;NA;W
Wiesenhafer;Platthalm-W.;Avenula;A. planiculmis;Z s;Z;NA;NA
Wiesenhafer;Flaumiger W.;Avenula;A. pubescens;NA;Z;NA;W
Azorella;Dreigablige A;Azorella;A. trifurcata;Z z;Z;NA;NA
Igelschlauch;Igelschlauch;Baldellia;B. ranunculoides;Z s;Z;NA;W
Färberhülse;Echte F., Falscher Indigo;Baptisia;B. tinctoria;Z z;Z;NA;NA
Färberhülse;Blaue F.;Baptisia;B. australis;Z z;Z;NA;NA
Winterkresse, Barbarakraut;Echte W.;Barbarea;C. recta;Z s;Z;NA;W
Winterkresse, Barbarakraut;Frühe W.;Barbarea;B. verna;N s;N;NA;W
Malabarspinat;Malabarspinat;Basella;B. alba;N s;N;Z;NA
Dornmelde, Sommerzypresse;Besen-D., Sommerzypresse;Bassia;B. scoparia;NA;Z;NA;W
Raupenähre, Doppelährengras;Gewöhnliche R., Fischgras;Beckmannia;B. eruciformis;N s;N;NA;W
Begonie, Schiefblatt;Eisblatt-B.;Begonia;B. Semperflorens-Cultorum-Gruppe;Z s;Z;NA;NA
Begonie, Schiefblatt;Japan-B.;Begonia;B. grandis subsp. evansiana;Z s;Z;NA;NA
Begonie, Schiefblatt;Knollen-B.;Begonia;B. Tuberhybrida-Gruppe;Z v;Z;NA;NA
Bellevalie;Bewimperte B;Bellevalia;B. ciliata;Z s;Z;NA;NA
Bellevalie;Römische B., Römische Hyazinthe;Bellevalia;B. romana;Z s;Z;NA;NA
Bellevalie;Dichtblütige B.;Bellevalia;B. pycnantha;Z s;Z;NA;NA
Gänseblümchen, Maßliebchen, Tausendschönchen;Gewöhnliches G., Maßliebchen, Tausendschönchen;Bellis;B. perennis;Z v;Z;NA;NA
Gänseblümchen, Maßliebchen, Tausendschönchen;Bläuliches G.;Bellis;B. coerulescens;Z s;Z;NA;NA
Scheingänseblümchen, Zwergmaßliebchen;Gewöhnliches Sch.;Bellium;B. bellidioides;Z s;Z;NA;NA
Scheingänseblümchen, Zwergmaßliebchen;Dickblättriges Sch.;Bellium;B. crassifolium;Z s;Z;NA;NA
Scheingänseblümchen, Zwergmaßliebchen;Kleines Sch., Zwergmaßliebchen;Bellium;B. minutum;Z s;Z;NA;NA
Bergenie;Himalaja-B.;Bergenia;B. stracheyi;Z s;Z;NA;NA
Bergenie;Purpurrötliche B.;Bergenia;B. purpurascens f.;Z s;Z;NA;NA
Bergenie;Herzblättrige B.;Bergenia;B. cordifolia;Z s;Z;NA;NA
Bergenie;Dickblatt-B.;Bergenia;B. crassifolia;Z z;Z;NA;NA
Bergenie;Kaschmir-B.;Bergenia;B. ciliata f. ciliata;Z s;Z;NA;NA
Bergenie;Garten-B.;Bergenia;B. × schmidtii;Z s;Z;NA;NA
Boykinie;Rundblättrige B.;Bergenia;B. rotundifolia;Z s;Z;NA;NA
Boykinie;Eisenhutblättrige B.;Bergenia;B. aconitifolia;Z s;Z;NA;NA
Rübe;Rübe, Beta-Rübe, Mangold;Beta;B. vulgaris subsp. vulgaris;Z s;N;NA;W
Zweizahn;Rio-Grande-Z.;Bidens;B. subalternans;Z s;Z;NA;NA
Zweizahn;Dreinerviger Z.;Bidens;B. triplinervia;Z s;Z;NA;NA
Zweizahn;Ferula-Z., Goldmarie;Bidens;B. ferulifolia;Z v;Z;NA;NA
Zweizahn;Gold-Z.;Bidens;B. aurea;Z z;Z;NA;NA
Brillenschötchen;Glattes B.;Biscutella;B. laevigata;Z s;Z;NA;W
Wiesenknöterich;Teppich-W., Schnecken-W.;Bistorta;B. affinis;Z z;Z;NA;NA
Wiesenknöterich;Heidelbeerblättriger W.;Bistorta;B. vacciniifolia;Z s;Z;NA;NA
Wiesenknöterich;Knöllchen-W.;Bistorta;B. vivipara;Z s;Z;NA;W
Wiesenknöterich;Dünnstängliger W.;Bistorta;B. tenuicaulis;Z s;Z;NA;NA
Wiesenknöterich;Nepal-W.;Bistorta;B. millettii;Z s;Z;NA;NA
Wiesenknöterich;Schlangen-W.;Bistorta;B. officinalis;Z z;Z;NA;W
Wiesenknöterich;Kerzen-W.;Bistorta;B. amplexicaulis;Z z;Z;NA;NA
Bitterling, Bitterenzian;Durchwachsenblättriger B.;Blackstonia;B. perfoliata;Z s;Z;NA;W
Chinaorchidee, Japanorchidee;Gelbe Ch.;Bletilla;B. ochracea;Z s;Z;NA;NA
Chinaorchidee, Japanorchidee;Taiwan-Ch.;Bletilla;B. formosana;Z s;Z;NA;NA
Chinaorchidee, Japanorchidee;Gestreifte Ch.;Bletilla;B. striata f.;Z z;Z;NA;NA
Blumenbachie;Schöngezeichnete B.;Blumenbachia;B. insignis;Z s;Z;NA;NA
Scheinaster, Boltonie;Gewöhnliches Sch.;Boltonia;B. asteroides;Z s;Z;NA;NA
Bongardie;Bongardie;Bongardia;B. chrysogonum;Z s;Z;NA;NA
Boretsch;Einjähriger B., Gurkenkraut;Borago;B. officinalis;Z v;N;Z;W
Boretsch;Ausdauernder B.;Borago;B. pygmaea;Z s;Z;NA;NA
Bartgras;Silber-B.;Bothriochloa;B. saccharoides;Z s;Z;NA;NA
Gramagras;Fahnen-G.;Bouteloua;B. curtipendula;Z s;N;Z;NA
Gramagras;Blaues G.;Bouteloua;B. gracilis;Z z;N;Z;NA
Zwenke;Wald-Z;Brachypodium;B. sylvaticum;Z z;Z;NA;W
Brachyskome, Blaues Gänseblümchen;Tadgell-B.;Brachyscome;B. tadgellii;Z s;Z;NA;NA
Brachyskome, Blaues Gänseblümchen;Blaue B., Blaues Gänseblümchen;Brachyscome;B. iberidifolia;Z z;Z;NA;NA
Brachyskome, Blaues Gänseblümchen;Raue B.;Brachyscome;B. rigidula;Z s;Z;NA;NA
Kohl;Senf-K., Schwarzer Senf;Brassica;B. nigra;N z;N;NA;W
Kohl;"Ruten-K., Sarepta-Senf, Indischer Senf; Brauner Senf";Brassica;B. juncea;N z;N;NA;W
Kohl;Gemüse-K.;Brassica;B. oleracea;N v;N;NA;W
Kohl;"Raps; Kohlrübe";Brassica;B. napus;N v;N;NA;W
Kohl;"Rübsen, Stoppelrübe; China-K.";Brassica;B. rapa;N z;N;NA;W
Wiesenhyazinthe, Scheinhyazinthe;Hellblaue W.;Brimeura;B. amethystina;Z s;Z;NA;NA
Zittergras;Großes Z.;Briza;B. maxima;Z z;Z;NA;NA
Zittergras;Kleines Z.;Briza;B. minor;Z s;Z;NA;NA
Zittergras;Gewöhnliches Z.;Briza;B. media;Z z;Z;NA;W
Trespe;Kalifornische T., Plattähren-T.;Bromus;B. carinatus;N s;N;NA;W
Trespe;Mittelmeer-T.;Bromus;B. madritensis;Z s;Z;NA;NA
Trespe;Aufrechte T.;Bromus;B. erectus;N z;N;NA;W
Trespe;Unbegrannte T.;Bromus;B. inermis;N s;N;NA;W
Trespe;Roggen-T.;Bromus;B. secalinus;Z s;Z;NA;W
Trespe;Acker-T.;Bromus;B. arvensis;Z s;Z;NA;W
Trespe;Zittergras-T.;Bromus;B. briziformis;NA;Z;NA;NA
Trespe;Großährige T.;Bromus;B. lanceolatus;NA;Z;NA;NA
Trespe;Anatolische T.;Bromus;B. anatolicus;Z s;Z;NA;NA
Browallie;Kleinblütige B., Amethyst-B.;Browallia;B. americana;Z z;Z;NA;NA
Browallie;Großblütige B.;Browallia;B. speciosa;Z z;Z;NA;NA
Ährenheide;Ährenheide;Bruckenthalia;B. spiculifolia;Z s;Z;NA;NA
Kaukasusvergissmeinnicht;Großblättriges K.;Brunnera;B. macrophylla;Z v;Z;NA;NA
Zaunrübe;Weiße Z.;Bryonia;B. alba;Z s;Z;NA;W
Zaunrübe;Rotbeerige Z.;Bryonia;B. dioica;Z s;Z;NA;W
Steinsame;Purpurblauer St.;Buglossoides;B. purpurocaerulea;Z s;Z;NA;W
Knollenkümmel;Echter K., Erdkastanie;Bunium;B. bulbocastanum;N s;N;NA;W
Rindsauge, Ochsenauge;Ochsenauge;Buphthalmum;B. salicifolium;Z z;Z;NA;W
Schwanenblume, Blumenbinse, Wasserliesch;Schwanenblume, Blumenbinse, Wasserliesch;Butomus;B. umbellatus;Z z;Z;NA;W
Buchsbaum;Gewöhnlicher B.;Buxus;B. sempervirens;Z z;Z;NA;W
Brennwinde, Fackelträger;Ziegelrote B.;Caiophora;C. lateritia;Z s;Z;NA;NA
Reitgras;Garten-R.;Calamagrostis;C. × acutiflora;Z z;Z;NA;W
Bergminze;Großblütige B.;Calamintha;C. grandiflora;Z s;Z;NA;NA
Bergminze;Wald-B.;Calamintha;C. menthifolia;Z s;Z;NA;W
Bergminze;Kleinblütige B.;Calamintha;C. nepeta;Z s;Z;NA;W
Bergminze;Österreichische B.;Calamintha;C. einseleana;Z s;Z;NA;W
